liga,jogo,data,estado,ronda,resultado,equipa,jogador,posicao,minutes_played,rating,touches,goals,goal_assist,expected_goals,expected_assists,total_shots,shots_on_target,key_pass,total_pass,accurate_pass,total_long_balls,accurate_long_balls,total_cross,accurate_cross,total_contest,won_contest,duel_won,duel_lost,aerial_won,aerial_lost,total_tackle,won_tackle,total_clearance,interception,ball_recovery,blocked_scoring_attempt,dispossessed,possession_lost,was_fouled,fouls,yellow_card,red_card,saves,goals_conceded,punches,atualizado_em
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Diego Rodrigues,M,18,7.9,14,1,0,0.0449,0.00325142,1,1,0,6,5,1,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,2026-09-01T10:31:00.593700+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Diogo Travassos,D,86,6.8,46,0,0,0.0185,0.014925,1,0,0,23,18,1,0,0,0,3,1,5,4,1,1,1,0,0,1,6,1,0,16,2,1,0,0,0,0,0,2026-09-01T10:31:00.593620+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Fran Navarro,F,12,6.5,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.593732+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,Francisco Dias,D,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.593962+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,Franck Ahmed Sidibé,D,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.593980+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Gabriel Martínez,M,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.593741+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Gabriel Silva,F,86,7.7,33,0,1,0.1143,0.085872,3,1,2,17,11,3,1,1,0,1,1,7,3,1,1,1,1,1,0,2,2,1,8,4,0,0,0,0,0,0,2026-09-01T10:31:00.593611+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,Gonçalo Nogueira,M,61,6.3,33,0,0,,0.0018656,0,0,0,24,22,0,0,1,0,0,0,1,7,0,1,1,1,0,2,6,0,2,7,0,2,0,0,0,0,0,2026-09-01T10:31:00.593884+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Gustaf Lagerbielke,D,90,7.0,71,0,0,,0.0290718,0,0,0,63,54,11,5,0,0,1,0,1,4,1,1,0,0,4,2,2,0,0,10,0,2,0,0,0,0,0,2026-09-01T10:31:00.593559+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,Gustavo Silva,F,76,6.6,30,0,0,0.0585,0.00582673,2,1,0,15,8,1,1,2,0,0,0,6,7,3,3,1,1,1,0,4,0,0,13,2,4,1,0,0,0,0,2026-09-01T10:31:00.593876+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Joao Carvalho,G,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.593750+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Jonatás Noro,D,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.593788+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Jovan Milošević,F,25,6.7,12,0,0,0.2195,0.00132737,1,1,0,7,5,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,1,5,1,1,0,0,0,0,0,2026-09-01T10:31:00.593658+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,João Mendes,D,90,6.3,59,0,0,0.0113,0.0131546,1,0,0,42,30,10,2,0,0,0,0,1,0,0,0,1,0,1,0,7,1,0,20,0,0,0,0,0,1,0,2026-09-01T10:31:00.593843+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,João Moutinho,M,90,7.1,69,0,0,0.053,0.0220346,1,0,0,55,44,4,0,0,0,1,0,7,1,3,0,2,2,0,3,4,1,0,15,2,0,0,0,0,0,0,2026-09-01T10:31:00.593495+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,João Trovisco,M,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.593780+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,Juan Castillo,G,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.593945+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,Lohann Doucet,M,90,6.6,44,0,0,,0.214822,0,0,1,35,27,2,1,0,0,0,0,4,2,0,1,2,1,1,2,7,0,0,8,2,1,0,0,0,1,0,2026-09-01T10:31:00.593852+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Luís Pinto,M,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.593773+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Sporting Braga,Mario Dorgeles,M,72,6.6,56,0,0,,0.0343163,0,0,2,40,35,1,1,0,0,0,0,1,2,0,0,0,0,1,1,4,0,0,10,1,1,0,0,0,0,0,2026-09-01T10:31:00.593631+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,Matija Mitrović,M,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.594003+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,Miguel Maga,D,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-09-01T10:31:00.593988+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,Miguel Nogueira,M,61,6.4,14,0,0,,0.0047289,0,0,0,7,7,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,2026-09-01T10:31:00.593892+00:00
Portugal Liga Betclic 2026/2027,Sporting Braga - Vitória SC,2026-08-31T19:15:00+00:00,finished,4,1-0,Vitória SC,Oliwier Zych,G,90,7.1,51,0,0,,0.00270477,0,0,0,41,16,31,9,0,0,0,0,1,0,1,0,0,0,2,0,10,0,0,25,0,0,0,0,3,1,0,2026-09-01T10:31:00.593795+00:00
